"set","plate","well","tp","sheet","od_wave","od","substrate","sample","evolved","population"
"set_3","7","A_10","T4","Sheet1",590,0.059,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","B_9","T5","Sheet1",590,1.122,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","D_11","T6","Sheet1",590,0.626,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","D_10","T3","Sheet1",600,0.462,"d-mannitol","21","with_community","wt-b6"
"set_3","7","C_12","T3","Sheet1",600,0.056,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","E_12","T2","Sheet1",600,0.063,"l-threonine","21","with_community","wt-b6"
"set_3","7","G_10","T4","Sheet1",590,0.065,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","D_11","T4","Sheet1",600,0.512,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","F_9","T5","Sheet1",600,0.082,"glycogen","21","with_community","wt-b6"
"set_3","7","H_12","T5","Sheet1",600,0.295,"putrescine","21","with_community","wt-b6"
"set_3","7","E_9","T4","Sheet1",590,0.108,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","B_9","T2","Sheet1",600,0.21,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","A_12","T1","Sheet1",600,0.059,"l-arginine","21","with_community","wt-b6"
"set_3","7","E_9","T6","Sheet1",600,0.08,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","A_12","T2","Sheet1",600,0.121,"l-arginine","21","with_community","wt-b6"
"set_3","7","C_10","T2","Sheet1",600,0.057,"i-erythritol","21","with_community","wt-b6"
"set_3","7","H_9","T4","Sheet1",590,0.07,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","E_12","T3","Sheet1",600,0.069,"l-threonine","21","with_community","wt-b6"
"set_3","7","E_11","T6","Sheet1",590,1.147,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","G_9","T6","Sheet1",600,0.087,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","F_11","T3","Sheet1",600,0.315,"itaconic acid","21","with_community","wt-b6"
"set_3","7","A_10","T5","Sheet1",590,0.055,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","G_11","T6","Sheet1",590,0.049,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","A_9","T6","Sheet1",600,0.078,"water","21","with_community","wt-b6"
"set_3","7","B_10","T4","Sheet1",590,0.409,"d-xylose","21","with_community","wt-b6"
"set_3","7","F_11","T5","Sheet1",600,0.549,"itaconic acid","21","with_community","wt-b6"
"set_3","7","G_10","T1","Sheet1",600,0.057,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","B_10","T5","Sheet1",590,0.433,"d-xylose","21","with_community","wt-b6"
"set_3","7","F_12","T1","Sheet1",600,0.057,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","F_11","T6","Sheet1",590,0.614,"itaconic acid","21","with_community","wt-b6"
"set_3","7","H_10","T2","Sheet1",600,0.203,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","E_11","T4","Sheet1",600,0.835,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","E_9","T6","Sheet1",590,0.082,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","B_11","T4","Sheet1",590,1.788,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","G_10","T2","Sheet1",600,0.062,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","A_12","T6","Sheet1",590,0.796,"l-arginine","21","with_community","wt-b6"
"set_3","7","B_9","T6","Sheet1",590,2.007,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","C_9","T2","Sheet1",600,0.096,"tween 40","21","with_community","wt-b6"
"set_3","7","H_9","T5","Sheet1",590,0.073,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","H_9","T1","Sheet1",600,0.061,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","B_12","T3","Sheet1",600,0.69,"l-asparagine","21","with_community","wt-b6"
"set_3","7","C_12","T4","Sheet1",590,0.059,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","C_11","T6","Sheet1",590,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","H_11","T6","Sheet1",590,0.089,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","E_11","T6","Sheet1",600,1.097,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","A_9","T4","Sheet1",600,0.098,"water","21","with_community","wt-b6"
"set_3","7","F_11","T6","Sheet1",600,0.587,"itaconic acid","21","with_community","wt-b6"
"set_3","7","G_12","T2","Sheet1",600,0.067,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","H_10","T4","Sheet1",590,0.307,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","G_12","T1","Sheet1",600,0.061,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","D_11","T2","Sheet1",600,0.116,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","H_12","T6","Sheet1",590,0.4,"putrescine","21","with_community","wt-b6"
"set_3","7","A_11","T4","Sheet1",590,0.815,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","E_9","T4","Sheet1",600,0.106,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","C_9","T5","Sheet1",590,0.105,"tween 40","21","with_community","wt-b6"
"set_3","7","D_11","T5","Sheet1",590,0.572,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","D_9","T6","Sheet1",600,0.157,"tween 80","21","with_community","wt-b6"
"set_3","7","H_12","T6","Sheet1",600,0.389,"putrescine","21","with_community","wt-b6"
"set_3","7","G_9","T3","Sheet1",600,0.098,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","D_9","T5","Sheet1",600,0.151,"tween 80","21","with_community","wt-b6"
"set_3","7","F_11","T4","Sheet1",600,0.475,"itaconic acid","21","with_community","wt-b6"
"set_3","7","F_9","T2","Sheet1",600,0.083,"glycogen","21","with_community","wt-b6"
"set_3","7","E_10","T1","Sheet1",600,0.08,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","F_10","T6","Sheet1",590,0.731,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","F_11","T1","Sheet1",600,0.051,"itaconic acid","21","with_community","wt-b6"
"set_3","7","F_12","T4","Sheet1",600,0.135,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","H_9","T3","Sheet1",600,0.064,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","G_12","T6","Sheet1",600,0.057,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","D_10","T5","Sheet1",600,0.758,"d-mannitol","21","with_community","wt-b6"
"set_3","7","H_12","T4","Sheet1",590,0.276,"putrescine","21","with_community","wt-b6"
"set_3","7","F_10","T2","Sheet1",600,0.121,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","D_12","T6","Sheet1",590,0.826,"l-serine","21","with_community","wt-b6"
"set_3","7","E_10","T6","Sheet1",600,0.475,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","A_9","T5","Sheet1",590,0.082,"water","21","with_community","wt-b6"
"set_3","7","C_10","T5","Sheet1",600,0.055,"i-erythritol","21","with_community","wt-b6"
"set_3","7","B_10","T6","Sheet1",590,0.397,"d-xylose","21","with_community","wt-b6"
"set_3","7","H_9","T2","Sheet1",600,0.066,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","D_10","T5","Sheet1",590,0.792,"d-mannitol","21","with_community","wt-b6"
"set_3","7","A_12","T5","Sheet1",600,0.669,"l-arginine","21","with_community","wt-b6"
"set_3","7","H_12","T4","Sheet1",600,0.27,"putrescine","21","with_community","wt-b6"
"set_3","7","A_12","T6","Sheet1",600,0.755,"l-arginine","21","with_community","wt-b6"
"set_3","8","D_11","T1","Sheet1",600,0.039,"4-hydroxy benzoic acid","M9","control","control"
"set_3","8","H_10","T2","Sheet1",600,0.04,"dml-alpha-glycerol phosphate","M9","control","control"
"set_3","8","G_10","T2","Sheet1",600,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","F_9","T2","Sheet1",600,0.047,"glycogen","M9","control","control"
"set_3","8","H_9","T6","Sheet1",590,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","H_9","T6","Sheet1",600,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","D_12","T6","Sheet1",590,0.041,"l-serine","M9","control","control"
"set_3","8","F_10","T5","Sheet1",590,0.039,"d-glucosaminic acid","M9","control","control"
"set_3","8","C_12","T2","Sheet1",600,0.039,"l-phenylalanine","M9","control","control"
"set_3","8","E_12","T2","Sheet1",600,0.039,"l-threonine","M9","control","control"
"set_3","8","B_11","T4","Sheet1",600,0.041,"d-galacturonic acid","M9","control","control"
"set_3","8","H_11","T4","Sheet1",600,0.041,"d-malic-acid","M9","control","control"
"set_3","8","A_10","T1","Sheet1",600,0.038,"beta-methyl-d-glucoside","M9","control","control"
"set_3","8","B_11","T6","Sheet1",600,0.041,"d-galacturonic acid","M9","control","control"
"set_3","8","A_12","T4","Sheet1",590,0.041,"l-arginine","M9","control","control"
"set_3","8","E_9","T3","Sheet1",600,0.279,"alpha-cyclodextrin","M9","control","control"
"set_3","8","F_12","T5","Sheet1",590,0.039,"glycyl-l-glutamic acid","M9","control","control"
"set_3","8","C_9","T6","Sheet1",600,0.056,"tween 40","M9","control","control"
"set_3","8","C_10","T4","Sheet1",600,0.042,"i-erythritol","M9","control","control"
"set_3","8","F_11","T2","Sheet1",600,0.044,"itaconic acid","M9","control","control"
"set_3","8","B_10","T6","Sheet1",600,0.059,"d-xylose","M9","control","control"
"set_3","8","A_10","T4","Sheet1",600,0.039,"beta-methyl-d-glucoside","M9","control","control"
"set_3","8","F_9","T1","Sheet1",600,0.047,"glycogen","M9","control","control"
"set_3","8","H_10","T6","Sheet1",590,0.041,"dml-alpha-glycerol phosphate","M9","control","control"
"set_3","8","F_9","T6","Sheet1",600,0.048,"glycogen","M9","control","control"
"set_3","8","E_10","T4","Sheet1",590,0.041,"n-acetyl-d-glucosamine","M9","control","control"
"set_3","8","H_12","T4","Sheet1",600,0.041,"putrescine","M9","control","control"
"set_3","8","F_12","T3","Sheet1",600,0.038,"glycyl-l-glutamic acid","M9","control","control"
"set_3","8","H_12","T6","Sheet1",600,0.041,"putrescine","M9","control","control"
"set_3","8","G_10","T4","Sheet1",600,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","D_9","T3","Sheet1",600,0.052,"tween 80","M9","control","control"
"set_3","8","G_9","T3","Sheet1",600,0.041,"d-cellobiose","M9","control","control"
"set_3","8","A_11","T5","Sheet1",600,0.041,"d-galactonic cis-gamma-lactone","M9","control","control"
"set_3","8","H_12","T4","Sheet1",590,0.041,"putrescine","M9","control","control"
"set_3","8","F_10","T4","Sheet1",600,0.038,"d-glucosaminic acid","M9","control","control"
"set_3","8","G_9","T4","Sheet1",590,0.04,"d-cellobiose","M9","control","control"
"set_3","8","A_11","T4","Sheet1",600,0.04,"d-galactonic cis-gamma-lactone","M9","control","control"
"set_3","8","B_9","T1","Sheet1",600,0.042,"pyruvic acid methyl ester","M9","control","control"
"set_3","8","A_9","T2","Sheet1",600,0.039,"water","M9","control","control"
"set_3","8","H_12","T5","Sheet1",590,0.041,"putrescine","M9","control","control"
"set_3","8","A_10","T5","Sheet1",600,0.04,"beta-methyl-d-glucoside","M9","control","control"
"set_3","8","B_10","T1","Sheet1",600,0.064,"d-xylose","M9","control","control"
"set_3","8","F_12","T4","Sheet1",590,0.038,"glycyl-l-glutamic acid","M9","control","control"
"set_3","8","A_11","T4","Sheet1",590,0.04,"d-galactonic cis-gamma-lactone","M9","control","control"
"set_3","8","B_11","T5","Sheet1",590,0.041,"d-galacturonic acid","M9","control","control"
"set_3","8","H_9","T1","Sheet1",600,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","E_9","T1","Sheet1",600,0.377,"alpha-cyclodextrin","M9","control","control"
"set_3","8","C_11","T5","Sheet1",590,0.04,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","G_10","T4","Sheet1",590,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","D_9","T1","Sheet1",600,0.052,"tween 80","M9","control","control"
"set_3","8","G_10","T5","Sheet1",590,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","D_12","T3","Sheet1",600,0.041,"l-serine","M9","control","control"
"set_3","8","F_9","T5","Sheet1",600,0.049,"glycogen","M9","control","control"
"set_3","8","D_10","T2","Sheet1",600,0.041,"d-mannitol","M9","control","control"
"set_3","8","B_12","T5","Sheet1",590,0.04,"l-asparagine","M9","control","control"
"set_3","8","A_10","T4","Sheet1",590,0.039,"beta-methyl-d-glucoside","M9","control","control"
"set_3","8","C_10","T2","Sheet1",600,0.041,"i-erythritol","M9","control","control"
"set_3","8","A_11","T6","Sheet1",590,0.04,"d-galactonic cis-gamma-lactone","M9","control","control"
"set_3","8","H_12","T3","Sheet1",600,0.041,"putrescine","M9","control","control"
"set_3","8","G_11","T6","Sheet1",600,0.04,"alpha-keto butyric acid","M9","control","control"
"set_3","8","C_11","T3","Sheet1",600,0.04,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","F_9","T6","Sheet1",590,0.049,"glycogen","M9","control","control"
"set_3","8","C_12","T6","Sheet1",600,0.04,"l-phenylalanine","M9","control","control"
"set_3","8","E_10","T5","Sheet1",590,0.041,"n-acetyl-d-glucosamine","M9","control","control"
"set_3","8","D_11","T4","Sheet1",590,0.04,"4-hydroxy benzoic acid","M9","control","control"
"set_3","8","G_12","T5","Sheet1",590,0.041,"phenylethyl-amine","M9","control","control"
"set_3","8","A_11","T3","Sheet1",600,0.04,"d-galactonic cis-gamma-lactone","M9","control","control"
"set_3","8","H_12","T2","Sheet1",600,0.041,"putrescine","M9","control","control"
"set_3","8","C_11","T4","Sheet1",600,0.04,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","H_9","T2","Sheet1",600,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","A_12","T5","Sheet1",600,0.041,"l-arginine","M9","control","control"
"set_3","8","G_10","T6","Sheet1",590,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","C_11","T6","Sheet1",600,0.04,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","F_10","T5","Sheet1",600,0.039,"d-glucosaminic acid","M9","control","control"
"set_3","8","H_9","T5","Sheet1",600,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","H_12","T6","Sheet1",590,0.041,"putrescine","M9","control","control"
"set_3","8","E_10","T1","Sheet1",600,0.04,"n-acetyl-d-glucosamine","M9","control","control"
"set_3","8","E_12","T3","Sheet1",600,0.039,"l-threonine","M9","control","control"
"set_3","8","C_11","T2","Sheet1",600,0.039,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","G_12","T4","Sheet1",590,0.04,"phenylethyl-amine","M9","control","control"
"set_3","8","D_10","T6","Sheet1",600,0.041,"d-mannitol","M9","control","control"
"set_3","8","B_9","T3","Sheet1",600,0.042,"pyruvic acid methyl ester","M9","control","control"
"set_3","8","D_10","T3","Sheet1",600,0.041,"d-mannitol","M9","control","control"
"set_3","8","C_11","T4","Sheet1",590,0.039,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","H_12","T1","Sheet1",600,0.04,"putrescine","M9","control","control"
"set_3","8","F_12","T4","Sheet1",600,0.038,"glycyl-l-glutamic acid","M9","control","control"
"set_3","8","H_10","T4","Sheet1",600,0.04,"dml-alpha-glycerol phosphate","M9","control","control"
"set_3","8","E_10","T4","Sheet1",600,0.041,"n-acetyl-d-glucosamine","M9","control","control"
"set_3","8","C_10","T5","Sheet1",590,0.042,"i-erythritol","M9","control","control"
"set_3","8","D_9","T6","Sheet1",600,0.051,"tween 80","M9","control","control"
"set_3","8","F_12","T1","Sheet1",600,0.038,"glycyl-l-glutamic acid","M9","control","control"
"set_3","8","E_11","T1","Sheet1",600,0.04,"gamma-amino butyric acid","M9","control","control"
"set_3","8","A_11","T5","Sheet1",590,0.041,"d-galactonic cis-gamma-lactone","M9","control","control"
"set_3","8","B_12","T4","Sheet1",600,0.04,"l-asparagine","M9","control","control"
"set_3","8","G_10","T5","Sheet1",600,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","G_9","T4","Sheet1",600,0.041,"d-cellobiose","M9","control","control"
"set_3","8","B_11","T1","Sheet1",600,0.041,"d-galacturonic acid","M9","control","control"
"set_3","8","A_12","T4","Sheet1",600,0.041,"l-arginine","M9","control","control"
"set_3","8","H_11","T5","Sheet1",600,0.042,"d-malic-acid","M9","control","control"
"set_3","8","H_10","T3","Sheet1",600,0.04,"dml-alpha-glycerol phosphate","M9","control","control"
"set_3","8","E_12","T5","Sheet1",590,0.039,"l-threonine","M9","control","control"
"set_3","8","H_9","T4","Sheet1",600,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","D_12","T6","Sheet1",600,0.041,"l-serine","M9","control","control"
"set_3","8","E_9","T5","Sheet1",600,0.254,"alpha-cyclodextrin","M9","control","control"
"set_3","8","C_10","T5","Sheet1",600,0.043,"i-erythritol","M9","control","control"
"set_3","8","E_12","T6","Sheet1",590,0.039,"l-threonine","M9","control","control"
"set_3","8","H_9","T3","Sheet1",600,0.041,"alpha-d-lactose","M9","control","control"
"set_3","8","H_11","T4","Sheet1",590,0.041,"d-malic-acid","M9","control","control"
"set_3","8","G_10","T3","Sheet1",600,0.039,"glucose-1-phosphate","M9","control","control"
"set_3","8","C_12","T5","Sheet1",590,0.04,"l-phenylalanine","M9","control","control"
"set_3","8","E_11","T4","Sheet1",590,0.041,"gamma-amino butyric acid","M9","control","control"
"set_3","8","B_9","T4","Sheet1",590,0.041,"pyruvic acid methyl ester","M9","control","control"
"set_3","8","F_11","T6","Sheet1",600,0.041,"itaconic acid","M9","control","control"
"set_3","8","G_11","T2","Sheet1",600,0.041,"alpha-keto butyric acid","M9","control","control"
"set_3","8","B_10","T5","Sheet1",590,0.063,"d-xylose","M9","control","control"
"set_3","8","E_11","T4","Sheet1",600,0.042,"gamma-amino butyric acid","M9","control","control"
"set_3","8","B_10","T2","Sheet1",600,0.061,"d-xylose","M9","control","control"
"set_3","8","B_10","T6","Sheet1",590,0.062,"d-xylose","M9","control","control"
"set_3","8","F_10","T6","Sheet1",590,0.039,"d-glucosaminic acid","M9","control","control"
"set_3","8","C_9","T2","Sheet1",600,0.059,"tween 40","M9","control","control"
"set_3","8","C_11","T6","Sheet1",590,0.04,"2-hydroxy benzoic acis","M9","control","control"
"set_3","8","E_9","T2","Sheet1",600,0.288,"alpha-cyclodextrin","M9","control","control"
"set_3","8","H_11","T6","Sheet1",590,0.041,"d-malic-acid","M9","control","control"
"set_3","8","G_12","T5","Sheet1",600,0.041,"phenylethyl-amine","M9","control","control"
"set_3","8","A_12","T5","Sheet1",590,0.041,"l-arginine","M9","control","control"
"set_3","8","C_12","T5","Sheet1",600,0.04,"l-phenylalanine","M9","control","control"
"set_3","8","A_9","T5","Sheet1",600,0.04,"water","M9","control","control"
"set_3","8","D_9","T5","Sheet1",600,0.052,"tween 80","M9","control","control"
"set_3","8","D_12","T4","Sheet1",600,0.041,"l-serine","M9","control","control"
"set_3","8","H_11","T2","Sheet1",600,0.041,"d-malic-acid","M9","control","control"
"set_3","8","D_10","T1","Sheet1",600,0.04,"d-mannitol","M9","control","control"
"set_3","8","A_10","T6","Sheet1",600,0.039,"beta-methyl-d-glucoside","M9","control","control"
"set_3","8","F_12","T2","Sheet1",600,0.038,"glycyl-l-glutamic acid","M9","control","control"
"set_3","8","C_9","T4","Sheet1",600,0.057,"tween 40","M9","control","control"
"set_3","8","B_9","T5","Sheet1",600,0.042,"pyruvic acid methyl ester","M9","control","control"
"set_3","8","G_12","T3","Sheet1",600,0.04,"phenylethyl-amine","M9","control","control"
"set_3","8","B_9","T2","Sheet1",600,0.042,"pyruvic acid methyl ester","M9","control","control"
