"set","plate","well","tp","sheet","od_wave","od","substrate","sample","evolved","population"
"set_3","6","B_9","T5","Sheet1",590,0.692,"pyruvic acid methyl ester","18","with_community","wt-b5"
"set_3","6","B_11","T4","Sheet1",590,1.849,"d-galacturonic acid","18","with_community","wt-b5"
"set_3","6","F_11","T5","Sheet1",590,0.507,"itaconic acid","18","with_community","wt-b5"
"set_3","6","A_9","T2","Sheet1",600,0.055,"water","18","with_community","wt-b5"
"set_3","6","F_9","T3","Sheet1",600,0.083,"glycogen","18","with_community","wt-b5"
"set_3","6","D_10","T2","Sheet1",600,0.293,"d-mannitol","18","with_community","wt-b5"
"set_3","6","F_12","T6","Sheet1",600,0.299,"glycyl-l-glutamic acid","18","with_community","wt-b5"
"set_3","6","F_12","T2","Sheet1",600,0.073,"glycyl-l-glutamic acid","18","with_community","wt-b5"
"set_3","6","E_12","T6","Sheet1",590,0.058,"l-threonine","18","with_community","wt-b5"
"set_3","6","G_10","T4","Sheet1",590,0.056,"glucose-1-phosphate","18","with_community","wt-b5"
"set_3","6","E_10","T4","Sheet1",590,0.417,"n-acetyl-d-glucosamine","18","with_community","wt-b5"
"set_3","6","B_10","T4","Sheet1",600,0.371,"d-xylose","18","with_community","wt-b5"
"set_3","6","G_11","T5","Sheet1",600,0.046,"alpha-keto butyric acid","18","with_community","wt-b5"
"set_3","6","C_9","T1","Sheet1",600,0.071,"tween 40","18","with_community","wt-b5"
"set_3","6","E_11","T2","Sheet1",600,0.358,"gamma-amino butyric acid","18","with_community","wt-b5"
"set_3","6","C_12","T6","Sheet1",600,0.045,"l-phenylalanine","18","with_community","wt-b5"
"set_3","6","F_11","T1","Sheet1",600,0.062,"itaconic acid","18","with_community","wt-b5"
"set_3","6","E_9","T4","Sheet1",590,0.091,"alpha-cyclodextrin","18","with_community","wt-b5"
"set_3","6","H_9","T2","Sheet1",600,0.06,"alpha-d-lactose","18","with_community","wt-b5"
"set_3","6","H_9","T5","Sheet1",590,0.06,"alpha-d-lactose","18","with_community","wt-b5"
"set_3","6","C_9","T6","Sheet1",590,0.092,"tween 40","18","with_community","wt-b5"
"set_3","6","C_11","T2","Sheet1",600,0.04,"2-hydroxy benzoic acis","18","with_community","wt-b5"
"set_3","6","E_10","T5","Sheet1",600,0.414,"n-acetyl-d-glucosamine","18","with_community","wt-b5"
"set_3","6","C_9","T6","Sheet1",600,0.09,"tween 40","18","with_community","wt-b5"
"set_3","6","E_11","T1","Sheet1",600,0.053,"gamma-amino butyric acid","18","with_community","wt-b5"
"set_3","6","B_10","T1","Sheet1",600,0.064,"d-xylose","18","with_community","wt-b5"
"set_3","6","C_10","T6","Sheet1",600,0.05,"i-erythritol","18","with_community","wt-b5"
"set_3","6","E_10","T6","Sheet1",590,0.559,"n-acetyl-d-glucosamine","18","with_community","wt-b5"
"set_3","6","F_12","T3","Sheet1",600,0.088,"glycyl-l-glutamic acid","18","with_community","wt-b5"
"set_3","6","D_11","T2","Sheet1",600,0.076,"4-hydroxy benzoic acid","18","with_community","wt-b5"
"set_3","6","F_9","T5","Sheet1",600,0.079,"glycogen","18","with_community","wt-b5"
"set_3","6","B_10","T2","Sheet1",600,0.127,"d-xylose","18","with_community","wt-b5"
"set_3","6","D_9","T5","Sheet1",590,0.163,"tween 80","18","with_community","wt-b5"
"set_3","6","C_10","T5","Sheet1",600,0.061,"i-erythritol","18","with_community","wt-b5"
"set_3","6","G_10","T5","Sheet1",600,0.057,"glucose-1-phosphate","18","with_community","wt-b5"
"set_3","6","E_10","T4","Sheet1",600,0.366,"n-acetyl-d-glucosamine","18","with_community","wt-b5"
"set_3","6","H_9","T6","Sheet1",600,0.051,"alpha-d-lactose","18","with_community","wt-b5"
"set_3","6","D_12","T4","Sheet1",590,0.444,"l-serine","18","with_community","wt-b5"
"set_3","6","A_9","T5","Sheet1",590,0.055,"water","18","with_community","wt-b5"
"set_3","6","G_10","T6","Sheet1",600,0.046,"glucose-1-phosphate","18","with_community","wt-b5"
"set_3","6","H_12","T5","Sheet1",590,0.296,"putrescine","18","with_community","wt-b5"
"set_3","6","C_10","T1","Sheet1",600,0.068,"i-erythritol","18","with_community","wt-b5"
"set_3","6","E_12","T3","Sheet1",600,0.058,"l-threonine","18","with_community","wt-b5"
"set_3","6","G_11","T5","Sheet1",590,0.046,"alpha-keto butyric acid","18","with_community","wt-b5"
"set_3","6","F_10","T6","Sheet1",590,0.65,"d-glucosaminic acid","18","with_community","wt-b5"
"set_3","6","H_10","T5","Sheet1",600,0.282,"dml-alpha-glycerol phosphate","18","with_community","wt-b5"
"set_3","6","E_12","T2","Sheet1",600,0.056,"l-threonine","18","with_community","wt-b5"
"set_3","6","F_9","T1","Sheet1",600,0.065,"glycogen","18","with_community","wt-b5"
"set_3","6","C_10","T5","Sheet1",590,0.062,"i-erythritol","18","with_community","wt-b5"
"set_3","6","F_10","T5","Sheet1",590,0.627,"d-glucosaminic acid","18","with_community","wt-b5"
"set_3","6","F_9","T4","Sheet1",600,0.08,"glycogen","18","with_community","wt-b5"
"set_3","6","A_9","T1","Sheet1",600,0.05,"water","18","with_community","wt-b5"
"set_3","6","C_12","T5","Sheet1",600,0.056,"l-phenylalanine","18","with_community","wt-b5"
"set_3","6","A_11","T1","Sheet1",600,0.053,"d-galactonic cis-gamma-lactone","18","with_community","wt-b5"
"set_3","6","C_10","T3","Sheet1",600,0.059,"i-erythritol","18","with_community","wt-b5"
"set_3","6","F_11","T2","Sheet1",600,0.139,"itaconic acid","18","with_community","wt-b5"
"set_3","6","C_10","T4","Sheet1",600,0.059,"i-erythritol","18","with_community","wt-b5"
"set_3","6","E_9","T1","Sheet1",600,0.051,"alpha-cyclodextrin","18","with_community","wt-b5"
"set_3","6","D_11","T5","Sheet1",600,0.532,"4-hydroxy benzoic acid","18","with_community","wt-b5"
"set_3","6","A_12","T4","Sheet1",590,0.604,"l-arginine","18","with_community","wt-b5"
"set_3","6","F_10","T4","Sheet1",590,0.547,"d-glucosaminic acid","18","with_community","wt-b5"
"set_3","6","B_11","T5","Sheet1",590,1.994,"d-galacturonic acid","18","with_community","wt-b5"
"set_3","6","D_11","T5","Sheet1",590,0.534,"4-hydroxy benzoic acid","18","with_community","wt-b5"
"set_3","6","G_12","T4","Sheet1",590,0.054,"phenylethyl-amine","18","with_community","wt-b5"
"set_3","6","A_10","T4","Sheet1",590,0.055,"beta-methyl-d-glucoside","18","with_community","wt-b5"
"set_3","6","E_10","T6","Sheet1",600,0.535,"n-acetyl-d-glucosamine","18","with_community","wt-b5"
"set_3","6","E_10","T1","Sheet1",600,0.058,"n-acetyl-d-glucosamine","18","with_community","wt-b5"
"set_3","6","C_9","T4","Sheet1",590,0.088,"tween 40","18","with_community","wt-b5"
"set_3","6","F_12","T4","Sheet1",590,0.135,"glycyl-l-glutamic acid","18","with_community","wt-b5"
"set_3","6","C_12","T6","Sheet1",590,0.046,"l-phenylalanine","18","with_community","wt-b5"
"set_3","6","C_11","T6","Sheet1",600,0.04,"2-hydroxy benzoic acis","18","with_community","wt-b5"
"set_3","6","H_11","T5","Sheet1",590,0.119,"d-malic-acid","18","with_community","wt-b5"
"set_3","6","D_9","T6","Sheet1",600,0.161,"tween 80","18","with_community","wt-b5"
"set_3","6","B_10","T6","Sheet1",590,0.401,"d-xylose","18","with_community","wt-b5"
"set_3","7","E_9","T2","Sheet1",600,0.081,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","G_11","T4","Sheet1",600,0.049,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","E_11","T5","Sheet1",590,0.882,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","C_10","T4","Sheet1",590,0.059,"i-erythritol","21","with_community","wt-b6"
"set_3","7","D_10","T4","Sheet1",600,0.669,"d-mannitol","21","with_community","wt-b6"
"set_3","7","B_12","T1","Sheet1",600,0.053,"l-asparagine","21","with_community","wt-b6"
"set_3","7","F_10","T5","Sheet1",590,0.677,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","F_9","T3","Sheet1",600,0.086,"glycogen","21","with_community","wt-b6"
"set_3","7","C_9","T5","Sheet1",600,0.102,"tween 40","21","with_community","wt-b6"
"set_3","7","B_9","T6","Sheet1",600,1.887,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","C_12","T4","Sheet1",600,0.058,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","B_11","T2","Sheet1",600,0.595,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","H_10","T3","Sheet1",600,0.287,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","H_11","T6","Sheet1",600,0.088,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","E_11","T5","Sheet1",600,0.863,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","A_9","T4","Sheet1",590,0.094,"water","21","with_community","wt-b6"
"set_3","7","G_11","T4","Sheet1",590,0.05,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","C_12","T2","Sheet1",600,0.056,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","F_10","T3","Sheet1",600,0.277,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","H_12","T2","Sheet1",600,0.078,"putrescine","21","with_community","wt-b6"
"set_3","7","F_9","T1","Sheet1",600,0.063,"glycogen","21","with_community","wt-b6"
"set_3","7","A_10","T6","Sheet1",590,0.049,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","G_11","T3","Sheet1",600,0.049,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","E_12","T5","Sheet1",590,0.074,"l-threonine","21","with_community","wt-b6"
"set_3","7","C_9","T6","Sheet1",590,0.108,"tween 40","21","with_community","wt-b6"
"set_3","7","C_12","T1","Sheet1",600,0.051,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","C_12","T5","Sheet1",600,0.069,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","B_11","T6","Sheet1",590,2.312,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","C_10","T3","Sheet1",600,0.057,"i-erythritol","21","with_community","wt-b6"
"set_3","7","G_12","T5","Sheet1",590,0.062,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","B_9","T4","Sheet1",600,0.98,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","E_10","T4","Sheet1",590,0.486,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","D_11","T1","Sheet1",600,0.075,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","C_12","T5","Sheet1",590,0.07,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","H_11","T1","Sheet1",600,0.049,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","E_11","T2","Sheet1",600,0.389,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","G_11","T5","Sheet1",600,0.049,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","H_10","T6","Sheet1",590,0.259,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","G_10","T4","Sheet1",600,0.063,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","A_12","T3","Sheet1",600,0.272,"l-arginine","21","with_community","wt-b6"
"set_3","7","F_9","T6","Sheet1",590,0.082,"glycogen","21","with_community","wt-b6"
"set_3","7","A_10","T3","Sheet1",600,0.056,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","A_11","T3","Sheet1",600,0.494,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","A_12","T5","Sheet1",590,0.684,"l-arginine","21","with_community","wt-b6"
"set_3","7","E_12","T6","Sheet1",600,0.071,"l-threonine","21","with_community","wt-b6"
"set_3","7","B_11","T5","Sheet1",590,1.98,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","H_10","T5","Sheet1",590,0.362,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","G_12","T6","Sheet1",590,0.057,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","B_12","T2","Sheet1",600,0.434,"l-asparagine","21","with_community","wt-b6"
"set_3","7","C_10","T6","Sheet1",590,0.048,"i-erythritol","21","with_community","wt-b6"
"set_3","7","E_11","T1","Sheet1",600,0.052,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","E_12","T5","Sheet1",600,0.073,"l-threonine","21","with_community","wt-b6"
"set_3","7","C_11","T4","Sheet1",600,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","B_9","T1","Sheet1",600,0.055,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","B_12","T6","Sheet1",600,1.068,"l-asparagine","21","with_community","wt-b6"
"set_3","7","A_9","T1","Sheet1",600,0.098,"water","21","with_community","wt-b6"
"set_3","7","C_11","T2","Sheet1",600,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","C_9","T6","Sheet1",600,0.106,"tween 40","21","with_community","wt-b6"
"set_3","7","F_12","T3","Sheet1",600,0.099,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","H_11","T3","Sheet1",600,0.076,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","H_9","T4","Sheet1",600,0.069,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","D_11","T5","Sheet1",600,0.548,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","B_12","T5","Sheet1",590,1.15,"l-asparagine","21","with_community","wt-b6"
"set_3","7","H_10","T5","Sheet1",600,0.338,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","G_12","T4","Sheet1",600,0.063,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","D_12","T4","Sheet1",590,0.476,"l-serine","21","with_community","wt-b6"
"set_3","7","D_11","T4","Sheet1",590,0.524,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","D_9","T5","Sheet1",590,0.159,"tween 80","21","with_community","wt-b6"
"set_3","7","D_10","T4","Sheet1",590,0.701,"d-mannitol","21","with_community","wt-b6"
"set_3","7","G_9","T2","Sheet1",600,0.099,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","C_11","T3","Sheet1",600,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","G_10","T3","Sheet1",600,0.063,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","G_9","T4","Sheet1",590,0.1,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","A_11","T6","Sheet1",590,1.055,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","E_10","T6","Sheet1",590,0.487,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","C_9","T4","Sheet1",590,0.1,"tween 40","21","with_community","wt-b6"
"set_3","7","E_12","T4","Sheet1",600,0.068,"l-threonine","21","with_community","wt-b6"
"set_3","7","E_9","T5","Sheet1",590,0.111,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","C_11","T4","Sheet1",590,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","A_9","T3","Sheet1",600,0.092,"water","21","with_community","wt-b6"
"set_3","7","C_11","T6","Sheet1",600,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","G_9","T5","Sheet1",590,0.1,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","D_9","T2","Sheet1",600,0.124,"tween 80","21","with_community","wt-b6"
"set_3","7","D_9","T6","Sheet1",590,0.165,"tween 80","21","with_community","wt-b6"
"set_3","7","A_10","T1","Sheet1",600,0.049,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","B_10","T1","Sheet1",600,0.065,"d-xylose","21","with_community","wt-b6"
"set_3","7","G_11","T2","Sheet1",600,0.051,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","H_9","T5","Sheet1",600,0.072,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","F_12","T6","Sheet1",600,0.275,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","B_11","T3","Sheet1",600,0.866,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","C_9","T3","Sheet1",600,0.096,"tween 40","21","with_community","wt-b6"
"set_3","7","E_9","T3","Sheet1",600,0.089,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","A_11","T4","Sheet1",600,0.734,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","B_12","T4","Sheet1",590,1.154,"l-asparagine","21","with_community","wt-b6"
"set_3","7","G_10","T6","Sheet1",590,0.056,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","G_11","T6","Sheet1",600,0.049,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","H_10","T1","Sheet1",600,0.055,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","H_12","T1","Sheet1",600,0.061,"putrescine","21","with_community","wt-b6"
"set_3","7","D_12","T2","Sheet1",600,0.135,"l-serine","21","with_community","wt-b6"
"set_3","7","E_10","T5","Sheet1",590,0.428,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","A_12","T4","Sheet1",590,0.616,"l-arginine","21","with_community","wt-b6"
"set_3","7","F_12","T5","Sheet1",590,0.196,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","H_10","T4","Sheet1",600,0.279,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","B_11","T5","Sheet1",600,1.894,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","C_10","T4","Sheet1",600,0.058,"i-erythritol","21","with_community","wt-b6"
"set_3","7","G_9","T6","Sheet1",590,0.086,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","B_11","T1","Sheet1",600,0.05,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","D_10","T6","Sheet1",590,0.983,"d-mannitol","21","with_community","wt-b6"
"set_3","7","G_10","T5","Sheet1",600,0.072,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","D_9","T4","Sheet1",590,0.157,"tween 80","21","with_community","wt-b6"
"set_3","7","E_12","T6","Sheet1",590,0.072,"l-threonine","21","with_community","wt-b6"
"set_3","7","D_10","T2","Sheet1",600,0.314,"d-mannitol","21","with_community","wt-b6"
"set_3","7","B_10","T5","Sheet1",600,0.419,"d-xylose","21","with_community","wt-b6"
"set_3","7","B_9","T4","Sheet1",590,1.064,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","D_12","T6","Sheet1",600,0.796,"l-serine","21","with_community","wt-b6"
"set_3","7","G_9","T5","Sheet1",600,0.099,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","F_9","T4","Sheet1",600,0.083,"glycogen","21","with_community","wt-b6"
"set_3","7","D_12","T1","Sheet1",600,0.059,"l-serine","21","with_community","wt-b6"
"set_3","7","F_10","T4","Sheet1",590,0.609,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","F_9","T4","Sheet1",590,0.084,"glycogen","21","with_community","wt-b6"
"set_3","7","G_11","T1","Sheet1",600,0.048,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","D_12","T5","Sheet1",590,0.548,"l-serine","21","with_community","wt-b6"
"set_3","7","C_11","T5","Sheet1",600,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","G_12","T4","Sheet1",590,0.064,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","A_9","T6","Sheet1",590,0.074,"water","21","with_community","wt-b6"
"set_3","7","F_10","T6","Sheet1",600,0.71,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","H_12","T3","Sheet1",600,0.098,"putrescine","21","with_community","wt-b6"
"set_3","7","F_12","T6","Sheet1",590,0.289,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","F_10","T5","Sheet1",600,0.662,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","F_9","T5","Sheet1",590,0.084,"glycogen","21","with_community","wt-b6"
"set_3","7","C_9","T4","Sheet1",600,0.098,"tween 40","21","with_community","wt-b6"
"set_3","7","B_10","T4","Sheet1",600,0.387,"d-xylose","21","with_community","wt-b6"
"set_3","7","C_11","T1","Sheet1",600,0.042,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","D_10","T1","Sheet1",600,0.054,"d-mannitol","21","with_community","wt-b6"
"set_3","7","G_12","T5","Sheet1",600,0.062,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","C_12","T6","Sheet1",590,0.05,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","A_11","T5","Sheet1",590,0.843,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","D_12","T3","Sheet1",600,0.218,"l-serine","21","with_community","wt-b6"
"set_3","7","B_10","T3","Sheet1",600,0.192,"d-xylose","21","with_community","wt-b6"
"set_3","7","G_9","T1","Sheet1",600,0.091,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","A_10","T4","Sheet1",600,0.058,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","H_11","T5","Sheet1",600,0.109,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","D_9","T4","Sheet1",600,0.148,"tween 80","21","with_community","wt-b6"
"set_3","7","F_11","T4","Sheet1",590,0.547,"itaconic acid","21","with_community","wt-b6"
"set_3","7","E_11","T3","Sheet1",600,0.487,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","C_10","T5","Sheet1",590,0.056,"i-erythritol","21","with_community","wt-b6"
"set_3","7","B_10","T2","Sheet1",600,0.128,"d-xylose","21","with_community","wt-b6"
"set_3","7","H_11","T4","Sheet1",600,0.084,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","G_10","T5","Sheet1",590,0.073,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","A_12","T4","Sheet1",600,0.603,"l-arginine","21","with_community","wt-b6"
"set_3","7","D_11","T6","Sheet1",600,0.607,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","H_9","T6","Sheet1",590,0.062,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","F_12","T2","Sheet1",600,0.08,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","B_9","T3","Sheet1",600,0.339,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","D_9","T3","Sheet1",600,0.134,"tween 80","21","with_community","wt-b6"
"set_3","7","B_11","T4","Sheet1",600,1.773,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","H_12","T5","Sheet1",590,0.309,"putrescine","21","with_community","wt-b6"
"set_3","7","D_12","T5","Sheet1",600,0.529,"l-serine","21","with_community","wt-b6"
"set_3","7","C_9","T1","Sheet1",600,0.083,"tween 40","21","with_community","wt-b6"
"set_3","7","A_9","T2","Sheet1",600,0.098,"water","21","with_community","wt-b6"
"set_3","7","F_10","T4","Sheet1",600,0.591,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","A_11","T6","Sheet1",600,1.019,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","H_11","T4","Sheet1",590,0.083,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","F_12","T5","Sheet1",600,0.188,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","C_11","T5","Sheet1",590,0.043,"2-hydroxy benzoic acis","21","with_community","wt-b6"
"set_3","7","G_9","T4","Sheet1",600,0.098,"d-cellobiose","21","with_community","wt-b6"
"set_3","7","E_10","T5","Sheet1",600,0.412,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","C_10","T1","Sheet1",600,0.05,"i-erythritol","21","with_community","wt-b6"
"set_3","7","D_11","T3","Sheet1",600,0.256,"4-hydroxy benzoic acid","21","with_community","wt-b6"
"set_3","7","E_9","T1","Sheet1",600,0.053,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","E_10","T4","Sheet1",600,0.404,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","H_9","T6","Sheet1",600,0.062,"alpha-d-lactose","21","with_community","wt-b6"
"set_3","7","C_12","T6","Sheet1",600,0.05,"l-phenylalanine","21","with_community","wt-b6"
"set_3","7","G_10","T6","Sheet1",600,0.056,"glucose-1-phosphate","21","with_community","wt-b6"
"set_3","7","A_10","T6","Sheet1",600,0.048,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","C_10","T6","Sheet1",600,0.048,"i-erythritol","21","with_community","wt-b6"
"set_3","7","H_11","T2","Sheet1",600,0.067,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","E_9","T5","Sheet1",600,0.107,"alpha-cyclodextrin","21","with_community","wt-b6"
"set_3","7","A_9","T5","Sheet1",600,0.087,"water","21","with_community","wt-b6"
"set_3","7","E_10","T2","Sheet1",600,0.09,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","D_10","T6","Sheet1",600,0.943,"d-mannitol","21","with_community","wt-b6"
"set_3","7","F_12","T4","Sheet1",590,0.145,"glycyl-l-glutamic acid","21","with_community","wt-b6"
"set_3","7","G_11","T5","Sheet1",590,0.05,"alpha-keto butyric acid","21","with_community","wt-b6"
"set_3","7","E_11","T4","Sheet1",590,0.864,"gamma-amino butyric acid","21","with_community","wt-b6"
"set_3","7","E_12","T4","Sheet1",590,0.069,"l-threonine","21","with_community","wt-b6"
"set_3","7","A_10","T2","Sheet1",600,0.058,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","E_10","T3","Sheet1",600,0.152,"n-acetyl-d-glucosamine","21","with_community","wt-b6"
"set_3","7","F_10","T1","Sheet1",600,0.052,"d-glucosaminic acid","21","with_community","wt-b6"
"set_3","7","E_12","T1","Sheet1",600,0.055,"l-threonine","21","with_community","wt-b6"
"set_3","7","A_11","T2","Sheet1",600,0.333,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","A_11","T5","Sheet1",600,0.822,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","B_9","T5","Sheet1",600,1.04,"pyruvic acid methyl ester","21","with_community","wt-b6"
"set_3","7","F_11","T5","Sheet1",590,0.598,"itaconic acid","21","with_community","wt-b6"
"set_3","7","G_12","T3","Sheet1",600,0.065,"phenylethyl-amine","21","with_community","wt-b6"
"set_3","7","B_12","T6","Sheet1",590,1.099,"l-asparagine","21","with_community","wt-b6"
"set_3","7","F_11","T2","Sheet1",600,0.154,"itaconic acid","21","with_community","wt-b6"
"set_3","7","H_10","T6","Sheet1",600,0.252,"dml-alpha-glycerol phosphate","21","with_community","wt-b6"
"set_3","7","F_9","T6","Sheet1",600,0.081,"glycogen","21","with_community","wt-b6"
"set_3","7","A_11","T1","Sheet1",600,0.056,"d-galactonic cis-gamma-lactone","21","with_community","wt-b6"
"set_3","7","B_11","T6","Sheet1",600,2.214,"d-galacturonic acid","21","with_community","wt-b6"
"set_3","7","B_12","T4","Sheet1",600,0.989,"l-asparagine","21","with_community","wt-b6"
"set_3","7","B_10","T6","Sheet1",600,0.382,"d-xylose","21","with_community","wt-b6"
"set_3","7","A_10","T5","Sheet1",600,0.055,"beta-methyl-d-glucoside","21","with_community","wt-b6"
"set_3","7","B_12","T5","Sheet1",600,1.085,"l-asparagine","21","with_community","wt-b6"
"set_3","7","D_12","T4","Sheet1",600,0.476,"l-serine","21","with_community","wt-b6"
"set_3","7","H_11","T5","Sheet1",590,0.11,"d-malic-acid","21","with_community","wt-b6"
"set_3","7","D_9","T1","Sheet1",600,0.064,"tween 80","21","with_community","wt-b6"
